,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
989,37,0,1,1439.0,864,4,1,543,1,1394.0,3,781,54.0,3,1,264,3,614,2996.0,5182,7,1320,381,15,3,4,80,0,8,2,3,6,4,1,3
991,32,0,1,499.0,399,2,1,147,1,1396.0,3,781,36.0,3,2,287,2,614,4078.0,20497,0,1320,381,13,3,1,80,3,4,3,2,3,2,1,2
993,25,0,1,1372.0,399,18,1,543,1,1399.0,1,781,93.0,4,2,287,3,614,6232.0,12477,2,1320,939,11,3,2,80,0,6,3,2,3,2,1,2
995,43,0,1,930.0,864,6,3,414,1,1402.0,1,539,73.0,2,2,264,3,423,4081.0,20003,1,1320,381,14,3,1,80,0,20,3,1,20,7,1,8
996,27,0,1,205.0,399,10,3,147,1,1403.0,4,539,98.0,2,2,287,4,614,5769.0,7100,1,1320,381,11,3,4,80,0,6,3,3,6,2,4,4
997,27,1,1,135.0,864,17,4,543,1,1405.0,4,539,51.0,3,1,264,3,423,2394.0,25681,1,1320,381,13,3,4,80,0,8,2,3,8,2,7,7
998,26,0,1,683.0,864,2,1,414,1,1407.0,1,781,36.0,2,1,264,4,423,3904.0,4050,0,1320,939,12,3,4,80,0,5,2,3,4,3,1,1
999,42,0,1,1147.0,57,10,3,23,1,1408.0,3,539,31.0,3,4,90,1,614,16799.0,16616,0,1320,939,14,3,3,80,1,21,5,3,20,7,0,9
1000,52,0,1,258.0,864,8,4,75,1,1409.0,3,539,54.0,3,1,231,1,614,2950.0,17363,9,1320,939,13,3,3,80,0,12,2,1,5,4,0,4
1001,37,0,1,1462.0,864,11,3,414,1,1411.0,1,539,94.0,3,1,231,3,423,3629.0,19106,4,1320,939,18,3,1,80,0,8,6,3,3,2,0,2
1003,25,0,1,949.0,864,1,3,118,1,1415.0,1,781,81.0,3,1,231,4,614,3229.0,4910,4,1320,939,11,3,2,80,1,7,2,2,3,2,0,2
1004,26,0,1,652.0,864,7,3,75,1,1417.0,3,781,100.0,4,1,231,1,423,3578.0,23577,0,1320,939,12,3,4,80,0,8,2,3,7,7,0,7
1005,29,0,1,332.0,57,17,3,75,1,1419.0,2,781,51.0,2,3,48,1,423,7988.0,9769,1,1320,939,13,3,1,80,0,10,3,2,10,9,0,9
1008,54,0,1,971.0,864,1,3,414,1,1422.0,4,539,54.0,3,4,74,4,423,17328.0,5652,6,1320,939,19,3,4,80,0,29,3,2,20,7,12,7
1009,58,0,1,1055.0,864,1,3,414,1,1423.0,4,539,76.0,3,5,74,1,614,18034.8125,22456,3,1320,381,21,4,3,80,1,32,3,3,9,8,1,5
1010,55,0,1,1136.0,864,1,4,414,1,1424.0,2,781,81.0,4,4,74,4,283,14732.0,12414,2,1320,939,13,3,4,80,2,31,4,4,7,7,0,0
1011,36,0,1,1174.0,399,3,4,147,1,1425.0,1,539,99.0,3,2,287,2,423,9278.0,20763,3,1320,381,16,3,4,80,0,15,3,3,5,4,0,1
1013,30,0,1,855.0,399,7,4,147,1,1428.0,4,539,73.0,3,2,287,1,283,4779.0,12761,7,1320,939,14,3,2,80,2,8,3,3,3,2,0,2
1014,31,0,1,182.0,864,8,5,543,1,1430.0,1,539,93.0,3,4,74,2,423,16422.0,8847,3,1320,939,11,3,3,80,0,9,3,4,3,2,1,0
1016,31,1,1,202.0,864,8,3,543,1,1433.0,1,539,34.0,2,1,264,2,423,1261.0,22262,1,1320,939,12,3,3,80,0,1,3,4,1,0,0,0
1017,27,0,1,1377.0,864,11,1,543,1,1434.0,2,781,91.0,3,1,231,1,614,2099.0,7679,0,1320,939,14,3,2,80,0,6,3,4,5,0,1,4
1018,36,0,1,172.0,864,4,4,543,1,1435.0,1,781,37.0,2,2,231,4,423,5810.0,22604,1,1320,939,16,3,3,80,0,10,2,2,10,4,1,8
1019,36,0,1,329.0,399,16,4,147,1,1436.0,3,539,98.0,2,2,287,1,614,5647.0,13494,4,1320,939,13,3,1,80,2,11,3,2,3,2,0,2
1020,47,0,1,465.0,864,1,3,118,1,1438.0,1,781,74.0,3,1,264,4,614,3420.0,10205,7,1320,939,12,3,3,80,1,17,2,2,6,5,1,2
1021,25,1,1,383.0,399,9,2,543,1,1439.0,1,781,68.0,2,1,78,1,614,4400.0,15182,3,1320,939,12,3,1,80,0,6,2,3,3,2,2,2
1023,56,0,1,1255.0,864,1,2,543,1,1441.0,1,539,90.0,3,1,264,1,614,2066.0,10494,2,1320,939,22,4,4,80,1,5,3,4,3,2,1,0
1024,47,0,1,359.0,864,2,4,414,1,1443.0,1,539,82.0,3,4,74,3,614,17169.0,26703,3,1320,939,19,3,2,80,2,26,2,4,20,17,5,6
1025,24,0,1,1476.0,399,4,1,414,1,1445.0,4,539,42.0,3,2,287,3,614,4162.0,15211,1,1320,381,12,3,3,80,2,5,3,3,5,4,0,3
1026,32,0,1,601.0,399,7,5,147,1,1446.0,4,781,97.0,3,2,287,4,614,9204.0,23343,4,1320,939,12,3,3,80,1,7,3,2,4,3,0,3
1027,34,0,1,401.0,864,1,3,543,1,1447.0,4,539,86.0,2,1,231,2,614,3294.0,3708,5,1320,939,17,3,1,80,1,7,2,2,5,4,0,2
1028,41,0,1,1283.0,864,5,5,414,1,1448.0,2,781,90.0,4,1,264,3,614,2127.0,5561,2,1320,381,12,3,1,80,0,7,5,2,4,2,0,3
1030,31,0,1,326.0,399,8,2,543,1,1453.0,1,781,31.0,3,3,287,4,283,10793.0,8386,1,1320,939,18,3,1,80,1,13,5,3,13,7,9,9
1031,46,1,1,377.0,399,9,3,147,1,1457.0,1,781,52.0,3,3,287,4,283,10096.0,15986,4,1320,939,11,3,1,80,1,28,1,4,7,7,4,3
1034,45,0,1,1038.0,864,20,3,414,1,1460.0,2,781,95.0,1,3,116,1,283,10851.0,19863,2,1320,381,18,3,2,80,1,24,2,3,7,7,0,7
1035,31,0,1,1398.0,57,8,2,414,1,1461.0,4,539,96.0,4,1,48,2,423,2109.0,24609,9,1320,939,18,3,4,80,0,8,3,3,3,2,0,2
1037,45,0,1,1448.0,864,29,3,118,1,1465.0,2,781,55.0,3,3,132,4,614,9380.0,14720,4,1320,381,18,3,4,80,2,10,4,4,3,1,1,2
1038,48,0,1,1221.0,399,7,3,147,1,1466.0,3,781,96.0,3,2,287,1,283,5486.0,24795,4,1320,939,11,3,1,80,3,15,3,3,2,2,2,2
1039,34,1,1,1107.0,57,9,4,118,1,1467.0,1,539,52.0,3,1,48,3,614,2742.0,3072,1,1320,939,15,3,4,80,0,2,0,3,2,2,2,2
1041,28,0,1,866.0,399,5,3,414,1,1469.0,4,781,84.0,3,2,287,1,423,8463.0,23490,0,1320,939,18,3,4,80,0,6,4,3,5,4,1,3
1043,53,0,1,447.0,864,2,3,414,1,1472.0,4,781,39.0,4,4,74,2,423,16598.0,19764,4,1320,939,12,3,2,80,0,35,2,2,9,8,8,8
1044,49,0,1,1495.0,864,5,4,118,1,1473.0,1,781,96.0,3,2,116,3,614,6651.0,21534,2,1320,939,14,3,2,80,1,20,0,2,3,2,1,2
1045,40,0,1,896.0,864,2,3,414,1,1474.0,3,781,68.0,3,1,264,3,283,2345.0,8045,2,1320,939,14,3,3,80,1,8,3,4,3,1,1,2
1046,44,0,1,1467.0,864,20,3,543,1,1475.0,4,781,49.0,3,1,264,2,423,3420.0,21158,1,1320,939,13,3,3,80,0,6,3,2,5,2,1,3
1048,34,0,1,1326.0,399,3,3,75,1,1478.0,4,781,81.0,1,2,287,1,423,4759.0,15891,3,1320,939,18,3,4,80,0,15,2,3,13,9,3,12
1049,30,0,1,1358.0,399,16,1,543,1,1479.0,4,781,96.0,3,2,287,3,614,5301.0,2939,8,1320,939,15,3,3,80,2,4,2,2,2,1,2,2
1053,57,0,1,405.0,864,1,2,543,1,1483.0,2,781,93.0,4,2,264,3,614,4900.0,2721,0,1320,939,24,4,1,80,1,13,2,2,12,9,2,8
1054,49,0,1,1490.0,864,7,4,543,1,1484.0,3,781,35.0,3,3,116,2,283,10466.0,20948,3,1320,939,14,3,2,80,2,29,3,3,8,7,0,7
1058,34,1,1,790.0,399,24,4,414,1,1489.0,1,539,40.0,2,2,287,2,423,4599.0,7815,0,1320,381,23,4,3,80,0,16,2,4,15,9,10,10
1059,35,0,1,660.0,399,7,1,543,1,1492.0,4,781,76.0,3,1,78,3,614,2404.0,16192,1,1320,939,13,3,1,80,1,1,3,3,1,0,0,0
1063,29,0,1,1246.0,399,19,3,543,1,1497.0,3,781,77.0,2,2,287,3,283,8620.0,23757,1,1320,939,14,3,3,80,2,10,3,3,10,7,0,4
1064,30,0,1,330.0,57,1,3,543,1,1499.0,3,781,46.0,3,1,48,3,283,2064.0,15428,0,1320,939,21,4,1,80,1,6,3,4,5,3,1,3
1065,55,0,1,1229.0,864,4,4,543,1,1501.0,4,781,30.0,3,2,116,3,614,4035.0,16143,0,1320,381,16,3,2,80,0,4,2,3,3,2,1,2
1066,33,0,1,1099.0,864,4,4,414,1,1502.0,1,539,82.0,2,1,231,2,614,3838.0,8192,8,1320,939,11,3,4,80,0,8,5,3,5,4,0,2
1067,47,0,1,571.0,399,14,3,414,1,1503.0,3,539,78.0,3,2,287,3,614,4591.0,24200,3,1320,381,17,3,3,80,1,11,4,2,5,4,1,2
1069,28,0,1,1423.0,864,1,3,543,1,1506.0,1,781,72.0,2,1,264,3,283,1563.0,12530,1,1320,939,14,3,4,80,1,1,2,1,1,0,0,0
1071,49,0,1,271.0,864,3,2,414,1,1509.0,3,539,43.0,2,2,231,1,614,4789.0,23070,4,1320,939,25,4,1,80,1,10,3,3,3,2,1,2
1073,28,0,1,1083.0,864,29,1,543,1,1514.0,3,781,96.0,1,2,132,2,614,6549.0,3173,1,1320,939,14,3,2,80,2,8,2,2,8,6,1,7
1074,33,0,1,516.0,864,8,5,543,1,1515.0,4,781,69.0,3,2,116,3,423,6388.0,22049,2,1320,381,17,3,1,80,0,14,6,3,0,0,0,0
1075,32,0,1,495.0,864,10,3,414,1,1516.0,3,781,64.0,3,3,90,4,423,11244.0,21072,2,1320,939,25,4,2,80,0,10,5,4,5,2,0,0
1077,29,1,1,224.0,864,1,4,118,1,1522.0,1,781,100.0,2,1,264,1,423,2362.0,7568,6,1320,939,13,3,3,80,0,11,2,1,9,7,0,7
1078,44,0,1,136.0,864,28,3,543,1,1523.0,4,781,32.0,3,4,74,1,614,16328.0,22074,3,1320,939,13,3,3,80,1,24,1,4,20,6,14,17
1079,39,0,1,1089.0,864,6,3,543,1,1525.0,2,539,32.0,3,3,132,2,423,8376.0,9150,4,1320,939,18,3,4,80,0,9,3,3,2,0,2,2
1080,46,0,1,228.0,399,3,3,543,1,1527.0,3,539,51.0,3,4,90,2,614,16606.0,11380,8,1320,939,12,3,4,80,1,23,2,4,13,12,5,1
1081,35,0,1,1029.0,864,16,3,543,1,1529.0,4,539,91.0,2,3,116,2,423,8606.0,21195,1,1320,939,19,3,4,80,0,11,3,1,11,8,3,3
1082,23,0,1,507.0,864,20,1,543,1,1533.0,1,781,97.0,3,2,231,3,423,2272.0,24812,0,1320,939,14,3,2,80,0,5,2,3,4,3,1,2
1083,40,1,1,676.0,864,9,4,543,1,1534.0,4,781,86.0,3,1,231,1,423,2018.0,21831,3,1320,939,14,3,2,80,0,15,3,1,5,4,1,0
1084,34,0,1,971.0,399,1,3,118,1,1535.0,4,781,64.0,2,3,287,3,614,7083.0,12288,1,1320,381,14,3,4,80,0,10,3,3,10,9,8,6
1087,34,0,1,1440.0,399,7,2,118,1,1541.0,2,781,55.0,3,1,78,3,614,2308.0,4944,0,1320,381,25,4,2,80,1,12,4,3,11,10,5,7
1088,42,0,1,1210.0,864,2,3,414,1,1542.0,3,781,68.0,2,1,231,2,614,4841.0,24052,4,1320,939,14,3,2,80,1,4,3,3,1,0,0,0
1089,37,0,1,674.0,864,13,3,414,1,1543.0,1,781,47.0,3,2,264,4,614,4285.0,3031,1,1320,939,17,3,1,80,0,10,2,3,10,8,3,7
1090,29,0,1,441.0,864,8,1,75,1,1544.0,3,539,39.0,1,2,116,1,614,9715.0,7288,3,1320,939,13,3,3,80,1,9,3,3,7,7,0,7
1091,33,0,1,575.0,864,25,3,543,1,1545.0,4,781,44.0,2,2,132,2,423,4320.0,24152,1,1320,939,13,3,4,80,0,5,2,3,5,3,0,2
1092,45,0,1,950.0,864,28,3,118,1,1546.0,4,781,97.0,3,1,264,4,614,2132.0,4585,4,1320,939,20,4,4,80,1,8,3,3,5,4,0,3
1094,40,0,1,1342.0,399,9,2,414,1,1548.0,1,781,47.0,3,2,287,1,614,5473.0,19345,0,1320,939,12,3,4,80,0,9,5,4,8,4,7,1
1095,33,0,1,589.0,864,28,4,543,1,1549.0,2,781,79.0,3,2,231,3,614,5207.0,22949,1,1320,381,12,3,2,80,1,15,3,3,15,14,5,7
1096,40,0,1,898.0,57,6,2,414,1,1550.0,3,781,38.0,3,4,90,4,423,16437.0,17381,1,1320,381,21,4,4,80,0,21,2,3,21,7,7,7
1097,24,0,1,350.0,864,21,2,118,1,1551.0,3,781,57.0,2,1,231,1,283,2296.0,10036,0,1320,939,14,3,2,80,3,2,3,3,1,1,0,0
1099,45,0,1,538.0,864,1,4,118,1,1553.0,1,781,66.0,3,3,116,2,283,7441.0,20933,1,1320,939,12,3,1,80,3,10,4,3,10,8,7,7
1100,35,0,1,1402.0,399,28,4,543,1,1554.0,2,539,98.0,2,1,78,3,614,2430.0,26204,0,1320,939,23,4,1,80,2,6,5,3,5,3,4,2
1101,32,0,1,824.0,864,5,2,543,1,1555.0,4,539,67.0,2,2,264,2,614,5878.0,15624,3,1320,939,12,3,1,80,1,12,2,3,7,1,2,5
1102,36,0,1,1157.0,399,2,4,543,1,1556.0,3,781,70.0,3,1,78,4,423,2644.0,17001,3,1320,381,21,4,4,80,0,7,3,2,3,2,1,2
1103,48,0,1,492.0,399,16,4,543,1,1557.0,3,539,96.0,3,2,287,3,283,6439.0,13693,8,1320,939,14,3,3,80,1,18,2,3,8,7,7,7
1104,29,0,1,598.0,864,9,3,543,1,1558.0,3,781,91.0,4,1,264,3,614,2451.0,22376,6,1320,939,18,3,1,80,2,5,2,2,1,0,0,0
1105,33,0,1,1242.0,399,8,4,543,1,1560.0,1,781,46.0,3,2,287,1,614,6392.0,10589,2,1320,939,13,3,4,80,1,8,6,1,2,2,2,2
1106,30,1,1,740.0,399,1,3,543,1,1562.0,2,781,64.0,2,2,287,1,614,9714.0,5323,1,1320,939,11,3,4,80,1,10,4,3,10,8,6,7
1108,35,0,1,992.0,864,1,3,414,1,1564.0,4,781,68.0,2,1,231,1,423,2450.0,21731,1,1320,939,19,3,2,80,0,3,3,3,3,0,1,2
1109,30,0,1,1288.0,399,29,4,118,1,1568.0,3,781,33.0,3,3,287,2,614,9250.0,17799,3,1320,939,12,3,2,80,1,9,3,3,4,2,1,3
1110,35,1,1,104.0,864,2,3,543,1,1569.0,1,539,69.0,3,1,231,1,283,2074.0,26619,1,1320,381,12,3,4,80,1,1,2,3,1,0,0,0
1111,53,1,1,607.0,864,2,5,118,1,1572.0,3,539,78.0,2,3,132,4,614,10169.0,14618,0,1320,939,16,3,2,80,1,34,4,3,33,7,1,9
1112,38,1,1,903.0,864,2,3,414,1,1573.0,3,781,81.0,3,2,132,2,614,4855.0,7653,4,1320,939,11,3,1,80,2,7,2,3,5,2,1,4
1114,48,0,1,1108.0,864,15,4,75,1,1576.0,3,539,65.0,3,1,264,1,614,2367.0,16530,8,1320,939,12,3,4,80,1,10,3,2,8,2,7,6
1115,34,0,1,479.0,864,7,4,414,1,1577.0,1,781,35.0,3,1,264,4,423,2972.0,22061,1,1320,939,13,3,3,80,0,1,4,1,1,0,0,0
1116,55,0,1,685.0,399,26,5,147,1,1578.0,3,781,60.0,2,5,90,4,614,18034.8125,23037,1,1320,939,21,4,3,80,1,36,3,3,36,6,2,13
1117,34,0,1,1351.0,864,1,4,543,1,1580.0,2,781,45.0,3,2,264,4,614,5484.0,13008,9,1320,939,17,3,2,80,1,9,3,2,2,2,2,1
1118,26,0,1,474.0,864,3,3,543,1,1581.0,1,539,89.0,3,1,264,4,614,2061.0,11133,1,1320,939,21,4,1,80,0,1,5,3,1,0,0,0
1119,38,0,1,1245.0,399,14,3,543,1,1582.0,3,781,80.0,3,2,287,2,614,9924.0,12355,0,1320,939,11,3,4,80,1,10,3,3,9,8,7,7
1120,38,0,1,437.0,399,16,3,543,1,1583.0,2,539,90.0,3,2,287,2,423,4198.0,16379,2,1320,939,12,3,2,80,0,8,5,4,3,2,1,2
1121,36,0,1,884.0,399,1,4,543,1,1585.0,2,539,73.0,3,2,287,3,423,6815.0,21447,6,1320,939,13,3,1,80,0,15,5,3,1,0,0,0
1122,29,0,1,1370.0,864,3,1,414,1,1586.0,2,781,87.0,3,1,231,1,423,4723.0,16213,1,1320,381,18,3,4,80,0,10,3,3,10,9,1,5
1123,35,0,1,670.0,864,10,4,414,1,1587.0,1,539,51.0,3,2,116,3,423,6142.0,4223,3,1320,381,16,3,3,80,0,10,4,3,5,2,0,4
1124,39,0,1,1462.0,399,6,3,414,1,1588.0,4,781,38.0,4,3,287,3,614,8237.0,4658,2,1320,939,11,3,1,80,1,11,3,3,7,6,7,6
1126,50,0,1,264.0,399,9,3,147,1,1591.0,3,781,59.0,3,5,90,3,614,18034.8125,19519,4,1320,381,16,3,3,80,1,27,2,3,1,0,0,0
1127,23,0,1,977.0,864,10,3,118,1,1592.0,4,781,45.0,4,1,264,3,614,2073.0,12826,2,1320,939,16,3,4,80,1,4,2,3,2,2,2,2
1129,42,0,1,1059.0,864,9,2,75,1,1595.0,4,781,93.0,2,5,90,4,423,18034.8125,26362,8,1320,939,22,4,4,80,0,24,2,3,1,0,0,1
1130,35,0,1,750.0,864,28,3,543,1,1596.0,2,781,46.0,4,2,231,3,614,3407.0,25348,1,1320,939,17,3,4,80,2,10,3,2,10,9,6,8
1132,40,0,1,118.0,399,14,2,543,1,1598.0,4,539,84.0,3,2,287,1,614,4639.0,11262,1,1320,939,15,3,3,80,1,5,2,3,5,4,1,2
1133,43,0,1,990.0,864,27,3,118,1,1599.0,4,781,87.0,4,1,231,2,283,4876.0,5855,5,1320,939,12,3,3,80,1,8,0,3,6,4,0,2
1134,35,0,1,1349.0,864,7,2,543,1,1601.0,3,781,63.0,2,1,231,4,614,2690.0,7713,1,1320,939,18,3,4,80,1,1,5,2,1,0,0,1
1135,46,0,1,563.0,399,1,4,543,1,1602.0,4,781,56.0,4,4,90,1,423,17567.0,3156,1,1320,939,15,3,2,80,0,27,5,1,26,0,0,12
1136,28,1,1,329.0,864,24,3,414,1,1604.0,3,781,51.0,3,1,231,2,614,2408.0,7324,1,1320,381,17,3,3,80,3,1,3,3,1,1,0,0
1139,32,0,1,634.0,864,5,4,75,1,1607.0,2,539,35.0,4,1,264,4,614,3312.0,18783,3,1320,939,17,3,4,80,2,6,3,3,3,2,0,2
1140,44,0,1,1313.0,864,7,3,414,1,1608.0,2,539,31.0,3,5,74,4,283,18034.8125,3549,0,1320,381,14,3,4,80,1,23,4,2,22,7,1,10
1141,30,0,1,241.0,864,7,3,414,1,1609.0,2,781,48.0,2,1,264,2,614,2141.0,5348,1,1320,939,12,3,2,80,1,6,3,2,6,4,1,1
1142,45,0,1,1015.0,864,5,5,414,1,1611.0,3,539,50.0,1,2,231,1,423,5769.0,23447,1,1320,381,14,3,1,80,0,10,3,3,10,7,1,4
1145,36,0,1,559.0,864,12,4,543,1,1614.0,3,539,76.0,3,2,132,3,614,4663.0,12421,9,1320,381,12,3,2,80,2,7,2,3,3,2,1,1
1147,49,0,1,722.0,864,25,4,543,1,1617.0,3,539,84.0,3,1,231,1,614,3211.0,22102,1,1320,939,14,3,4,80,1,10,3,2,9,6,1,4
1148,39,0,1,1387.0,864,10,5,414,1,1618.0,2,781,76.0,3,2,132,1,614,5377.0,3835,2,1320,939,13,3,4,80,3,10,3,3,7,7,7,7
1149,27,0,1,1302.0,864,19,3,75,1,1619.0,4,781,67.0,2,1,231,1,283,4066.0,16290,1,1320,939,11,3,1,80,2,7,3,3,7,7,0,7
1150,35,0,1,819.0,864,18,5,543,1,1621.0,2,781,48.0,4,2,264,1,614,5208.0,26312,1,1320,939,11,3,4,80,0,16,2,3,16,15,1,10
1151,28,0,1,580.0,864,27,3,414,1,1622.0,2,539,39.0,1,2,132,1,283,4877.0,20460,0,1320,939,21,4,2,80,1,6,5,2,5,3,0,0
1152,21,0,1,546.0,864,5,1,414,1,1623.0,3,781,97.0,3,1,264,4,423,3117.0,26009,1,1320,939,18,3,3,80,0,3,2,3,2,2,2,2
1154,47,0,1,1176.0,57,26,4,543,1,1625.0,4,539,98.0,3,5,90,3,614,18034.8125,5220,3,1320,939,11,3,3,80,1,27,2,3,5,2,1,0
1155,39,0,1,170.0,864,3,2,414,1,1627.0,3,781,76.0,2,2,231,3,283,3069.0,10302,0,1320,939,15,3,4,80,1,11,3,3,10,8,0,7
1156,40,0,1,884.0,864,15,3,543,1,1628.0,1,539,80.0,2,3,132,3,614,10435.0,25800,1,1320,939,13,3,4,80,2,18,2,3,18,15,14,12
1158,37,0,1,671.0,864,19,3,543,1,1631.0,3,781,85.0,3,2,132,3,614,5768.0,26493,3,1320,939,17,3,1,80,3,9,2,2,4,3,0,2
1160,45,0,1,1329.0,864,2,2,75,1,1635.0,4,539,59.0,2,2,132,4,283,5770.0,5388,1,1320,939,19,3,1,80,2,10,3,3,10,7,3,9
1161,38,0,1,397.0,864,2,2,414,1,1638.0,4,539,54.0,2,3,132,3,614,7756.0,14199,3,1320,381,19,3,4,80,1,10,6,4,5,4,0,2
1162,35,1,1,737.0,399,10,3,414,1,1639.0,4,781,55.0,2,3,287,1,614,10306.0,21530,9,1320,939,17,3,3,80,0,15,3,3,13,12,6,0
1163,37,0,1,1470.0,864,10,3,414,1,1640.0,2,539,71.0,3,1,264,2,614,3936.0,9953,1,1320,939,11,3,1,80,1,8,2,1,8,4,7,7
1164,40,0,1,448.0,864,16,3,543,1,1641.0,3,539,84.0,3,3,132,4,423,7945.0,19948,6,1320,381,15,3,4,80,0,18,2,2,4,2,3,3
1167,35,1,1,763.0,399,15,2,414,1,1645.0,1,781,59.0,1,2,287,4,283,5440.0,22098,6,1320,381,14,3,4,80,2,7,2,2,2,2,2,2
1169,27,0,1,486.0,864,8,3,414,1,1647.0,2,539,86.0,4,1,264,3,614,3517.0,22490,7,1320,939,17,3,1,80,0,5,0,3,3,2,0,2
1171,40,1,1,1329.0,864,7,3,543,1,1649.0,1,781,73.0,3,1,231,1,423,2166.0,3339,3,1320,381,14,3,2,80,0,10,3,1,4,2,0,3
1172,29,0,1,469.0,399,10,3,414,1,1650.0,3,781,42.0,2,2,287,3,423,5869.0,23413,9,1320,939,11,3,3,80,0,8,2,3,5,2,1,4
1173,36,0,1,711.0,864,5,4,543,1,1651.0,2,539,42.0,3,3,116,1,614,8008.0,22792,4,1320,939,12,3,3,80,2,9,6,3,3,2,0,2
1175,39,0,1,492.0,864,12,3,414,1,1654.0,4,781,66.0,3,2,132,2,614,5295.0,7693,4,1320,939,21,4,3,80,0,7,3,3,5,4,1,0
1176,49,0,1,301.0,864,22,4,75,1,1655.0,1,539,72.0,3,4,74,2,614,16413.0,3498,3,1320,939,16,3,2,80,2,27,2,3,4,2,1,2
1177,50,0,1,813.0,864,17,5,543,1,1656.0,4,539,50.0,2,3,74,1,283,13269.0,21981,5,1320,939,15,3,3,80,3,19,3,3,14,11,1,11
1178,20,0,1,1141.0,399,2,3,414,1,1657.0,3,539,31.0,3,1,78,3,423,2783.0,13251,1,1320,939,19,3,1,80,0,2,3,3,2,2,2,2
1179,34,0,1,1130.0,864,3,3,543,1,1658.0,4,539,66.0,3,2,264,2,283,5433.0,19332,1,1320,939,12,3,3,80,1,11,2,3,11,8,7,9
1180,36,0,1,311.0,864,7,3,543,1,1659.0,1,781,77.0,3,1,231,2,423,2013.0,10950,2,1320,939,11,3,3,80,0,15,4,3,4,3,1,3
1181,49,0,1,465.0,864,6,1,543,1,1661.0,3,539,41.0,2,4,116,3,614,13966.0,11652,2,1320,381,19,3,2,80,1,30,3,3,15,11,2,12
1183,36,0,1,1040.0,864,3,2,543,1,1664.0,4,781,79.0,4,2,116,1,283,6842.0,26308,6,1320,939,20,4,1,80,1,13,3,3,5,4,0,4
1184,54,0,1,584.0,864,22,5,414,1,1665.0,2,539,91.0,3,4,90,3,614,17426.0,18685,3,1320,939,25,4,3,80,1,36,6,3,10,8,4,7
1185,43,0,1,1291.0,864,15,2,543,1,1666.0,3,781,65.0,2,4,74,3,614,17603.0,3525,1,1320,939,24,4,1,80,1,14,3,3,14,10,6,11
1188,29,0,1,991.0,399,5,3,414,1,1669.0,1,781,43.0,2,2,287,2,283,4187.0,3356,1,1320,381,13,3,2,80,1,10,3,2,10,0,0,9
1189,33,0,1,392.0,399,2,4,414,1,1670.0,4,781,93.0,3,2,287,4,283,5505.0,3921,1,1320,939,14,3,3,80,2,6,5,3,6,2,0,4
1190,32,0,1,977.0,864,2,3,414,1,1671.0,4,781,45.0,3,2,264,2,283,5470.0,25518,0,1320,939,13,3,3,80,2,10,4,2,9,5,1,6
1191,31,0,1,1112.0,399,5,4,543,1,1673.0,1,539,67.0,3,2,287,4,614,5476.0,22589,1,1320,939,11,3,1,80,2,10,2,3,10,0,0,2
1192,49,0,1,464.0,864,16,3,414,1,1674.0,4,539,74.0,3,1,231,1,283,2587.0,24941,4,1320,381,16,3,2,80,1,17,2,2,2,2,2,2
1194,47,0,1,1225.0,399,2,4,543,1,1676.0,2,539,47.0,4,4,90,2,283,15972.0,21086,6,1320,939,14,3,3,80,3,29,2,3,3,2,1,2
1195,49,0,1,809.0,864,1,3,543,1,1677.0,3,781,36.0,3,4,90,3,423,15379.0,22384,4,1320,939,14,3,1,80,0,23,2,3,8,7,0,0
1196,41,0,1,1206.0,399,23,2,543,1,1678.0,4,781,80.0,3,3,287,3,423,7082.0,11591,3,1320,381,16,3,4,80,0,21,2,3,2,0,0,2
1197,20,0,1,727.0,399,9,1,543,1,1680.0,4,781,54.0,3,1,78,1,423,2728.0,21082,1,1320,939,11,3,1,80,0,2,3,3,2,2,0,2
1199,36,0,1,1351.0,864,26,4,543,1,1682.0,1,781,80.0,3,2,116,3,614,5347.0,7419,6,1320,939,14,3,2,80,2,10,2,2,3,2,0,2
1200,44,0,1,528.0,57,1,3,543,1,1683.0,3,539,44.0,3,1,48,4,283,3195.0,4167,4,1320,381,18,3,1,80,3,8,2,3,2,2,2,2
1201,23,1,1,1320.0,864,8,1,414,1,1684.0,4,781,93.0,2,1,231,3,423,3989.0,20586,1,1320,381,11,3,1,80,0,5,2,3,5,4,1,2
1202,38,0,1,1495.0,864,4,2,414,1,1687.0,4,539,87.0,3,1,231,3,614,3306.0,26176,7,1320,939,19,3,4,80,1,7,5,2,0,0,0,0
1203,53,0,1,1395.0,864,24,4,414,1,1689.0,2,781,48.0,4,3,116,4,614,7005.0,3458,3,1320,939,15,3,3,80,0,11,2,3,4,3,1,2
1205,32,1,1,1259.0,864,2,4,543,1,1692.0,4,781,95.0,3,1,231,2,423,1393.0,24852,1,1320,939,12,3,1,80,0,1,2,3,1,0,0,0
